Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Contact Improvisation,,An Introduction to a Vitalizing Dance Form,,,Cheryl Pallant,"Pallant, Cheryl",,,,,,McFarland,,2017/02/16,2017,,,,Performing Arts,"In most forms of dancing, performers carry out their steps with a distance that keeps them from colliding with each other. Dancer Steve Paxton in the 1970s considered this distance a territory for investigation. His study of intentional contact resulted in a public performance in 1972 in a Soho gallery, and the name ""contact improvisation"" was coined for the form of unrehearsed dance he introduced. Rather than copyrighting it, Paxton allowed it to evolve and spread. In this book the author draws upon her own experience and research to explain the art of contact improvisation, in which dance partners propel movement by physical contact. They roll, fall, spiral, leap, and slip along the contours and momentum of moving bodies. The text begins with a history, then describes the elements that define this form of dance. Subsequent chapters explore how contact improvisation relates to self and identity; how class, race, gender, culture and physiology influence dance; how dance promotes connection in a culture of isolation; and how it relates to the concept of community. The final chapter is a collection of exercises explained in the words of teachers from across the United States and abroad. Appendix A describes how to set up and maintain a weekly jam; Appendix B details recommended reading, videos and Web sites. Instructors considering this book for use in a course may request an examination copy here.",,,,,,,,,,,207,,,,,,anglais,,,,,,9781476626499,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:39:03.821341037,,,,,,,KJIlDgAAQBAJ,Essai,0,0,,,
Contemporary Artist Residencies,,Reclaiming Time and Space,,,"Taru Elfving, Pascal Gielen, Irmeli Kokko","Elfving, Taru",,,,,,Valiz,,2019/02/01,2019,,,,Art,"Collecting writings from artists, theorists and artist residency facilitators, Contemporary Artist Residencies examines the present role of the residency for artists and the international art ecosystem. With a range of discussions on the continuously evolving role of residencies in our political and historical moment, the book also examines residencies' varied attempts at ""reclaiming time and space"" for artistic practice while serving as nodes for collaboration, research, and critical thinking--not to mention a crucial and sought-after means of promoting artists' career development and the international circulation of their work. The book features contributions by Pascal Gielen, Livia Alexander, Nathalie Anglès, Helmut Batista and Taru Elfving, among others. The latest of Valiz's Antennae series of books designed by Metahaven, Contemporary Artist Residencies helps to fill the surprising gap in books about how and why residencies function in today's art world.",,,,,,,,,,,272,,,,,,anglais,,,,,,9789492095466,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.841711997,,,,,,,phD4wQEACAAJ,Essai,0,0,,,
Contes,,,,,Charles Perrault,"Perrault, Charles",,,,,,Magnard,,,,,,,,,,,,,,,,,,,95,,,,,,français,,,,,,9782210760721,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.363775968,,,,,,,,"Mythologie, Contes et autres histoires",0,0,,http://images.amazon.com/images/P/2210760720.01Z.jpg,
Contes et Légendes des Sages dans Lumière sur le Yoga,,,,,Sandhya Corine Biria,"Biria, Sandhya Corine",,,,,,Yoga Iyengar France,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/09/07 10:57:33.645617008,,,,,,,,"Mythologie, Contes et autres histoires",0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A67102D7-B9AB-46B1-8752-A7AC2BE5BCE0,
Corps (in)croyables,,pratiques amateur en danse contemporaine,,,Michel Briand,"Briand, Michel",,,,,,Centre national de la danse,,2017/05/10,2017,,,,,"La figure de l'"" amateur "" est multiple, voire contradictoire. Elle intensifie et trouble les notions de travail, de création et de transmission, d'expertise et d'expérience. Elle déplace et transforme les normes et les catégories esthétiques, éthiques, politiques, qui sont à l'oeuvre dans le spectacle et dans la pratique de la danse contemporaine. De l'expressionnisme aux expérimentations récentes, selon l'âge, les identités et les appartenances, les lieux et les dispositifs, le corps du danseur amateur peut être à la fois ordinaire – ni virtuose ni en représentation, mais humainement présent –, et extraordinaire, surprenant, témoin d'"" autre chose "".",,,,,,,,,,,170,,,,,,français,,,,,,9782914124799,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:20:37.544160962,,,,,,,6u_aswEACAAJ,Études,0,0,,http://images.amazon.com/images/P/2914124791.01Z.jpg,
"Corps De Pierre, Corps De Chair",,sculpture et théâtre,,,Monique Borie,"Borie, Monique",,,,,,Deuxième époque,,,2017,,,,,,,,,,,,,,,,109,,,,,,français,,,,,,9782377690220,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.536818027,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/237769022X.01Z.jpg,
Correspondance à trois,,été 1926,,,"Rainer Maria Rilke, Boris Pasternak, Marina Tsvétaïeva","Rilke, Rainer Maria",,,,,,Gallimard,,,2003,,,,,"Pendant quelques mois, trois des plus grands poètes de leur temps échangent un courrier d'une passion extrême. Pasternak est cloué à Moscou par la révolution (il est le docteur Jivago), Tsvétaïeva en France par l'émigration et Rilke en Suisse où il meurt lentement. Seuls Pasternak et Tsvétaïeva se connaissent bien. Rilke n'a jamais rencontré Tsvétaïeva et connaît à peine Pasternak : le lien réel de leur triangle est l'admiration réciproque. L'isolement, l'absence de tout contact et de toute connaissance concrète favorisent l'exaltation, l'idéalisation, le sublime... mais aussi les drames de susceptibilité, jalousie, les remords et les ruptures. La passion amoureuse est indéniablement mêlée à la fougue poétique.",,,,,,,,,,,323,,,,,,français,,,,,,9782070768134,0,0.500000,,Unread,,,,,,,,0,,,,2020/04/30 17:01:35.192523956,,,,,,,dkQQPQAACAAJ,Correspondances,0,0,,https://covers.openlibrary.org/b/id/970331-L.jpg,
Couleurs et motifs dans l'art textile,,,,,Ros Byam Shaw,"Shaw, Ros Byam",,,,,,Editions Pyramyd,,2018/10/04,2018,,,,,"Couleurs et motifs dans l'art textile propose une fascinante analyse des palettes de couleurs employées dans les papiers peints et tissus d'ameublement du XVe siècle à nos jours. Des tapisseries médiévales aux chintz indiens en passant par les broderies Renaissance, chaque textile ou papier peint, présenté par ordre chronologique, est accompagné d'une grille de couleur proportionnelle très simple. Ces palettes montrent clairement les associations de couleurs qui, à travers l'histoire, ont permis de créer les splendides motifs aujourd'hui encore admirés et reproduits. Chaque échantillon est étiqueté avec sa valeur CMJN, permettant ainsi au lecteur de reproduire les différentes associations présentées. Tous les créateurs, aussi bien amateurs que professionnels, trouveront leur inspiration dans ce livre-référence unique en son genre.",,,,,,,,,,,256,,,,,,français,,,,,,9782350174365,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:24:09.809265971,,,,,,,A_vavAEACAAJ,Artisanat,0,0,,http://images.amazon.com/images/P/2350174360.01Z.jpg,
"Croire, Devenir, Ressentir, Imaginer, Revendiquer",,350 Ans de Pratiques Artistiques Au Québec,,,Jean-François Fusey,"Fusey, Jean-François",,,,,,Musée national des beaux-arts,,,2018,,,,"Art, Canadian",,,,,,,,,,,,59,,,,,,anglais,,,,,,9782551263684,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:18:03.380970001,,,,,,,qi6UwgEACAAJ,Études,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/EA438078-98CB-487B-9724-0FBB73FBCED0,
Cycle féminin et contraceptions naturelles,,Pour une féminité consciente et épanouie,,,Audrey Guillemaud,"Guillemaud, Audrey",,,,,,Hachette,,2019/02/20,2019,,,,,"Enfin un livre complet et pratique sur le cycle féminin et les contraceptions naturelles ! A l'heure où nous nous posons tant de questions sur les différents moyens de contraception, et où grandit l'intérêt pour les cycles de la nature (lune, saisons, écologie...) Audrey Guillemaud, formatrice en contraception naturelle, propose dans ce livre de découvrir : Les rythmes énergétiques et biologiques du cycle féminin ; L'historique et l'efficacité des méthodes de contraception naturelle ; La symptothermie, méthode globale de gestion de la fertilité. Et enfin, un cahier qui vous permet de noter et d'observer vos cycles.",,,,,,,,,,,256,,,,,,français,,,,,,9782016277379,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/19 15:38:02.926712036,,,,,,,WkdLwgEACAAJ,Méthodes,0,0,,http://images.amazon.com/images/P/2016277378.01Z.jpg,
"Dance and Organization: Integrating Dance Theory and Methods into the Study of Management (Routledge Studies in Management, Organizations and Society)",,Integrating dance theory and methods into the study of management.,,,Brigitte Biehl,"Biehl, Brigitte",,,,,,Taylor and Francis,,,2018,,,,Business and Finance,"Dance and Organisation is the first comprehensive work to integrate dance theory and methods into the study of management, which have developed an interest in the arts and the humanities. Dance represents dynamics and change and puts the moving body at the centre, which has been ignored and oppressed by traditional management theory. ‘Being’ a leader however also means to ‘move’ like one, and critical lessons can be learned from ballerinas and modern dancers. Leadership is a dialogue, as in the work of musicians, conductors and DJs who manage groups without words. Movement in organisational space, in a museum or a techno club can be understood as a choreography and site-specific performance. Movement also is practically used for leadership and employee development workshops and can be deployed as an organisational research method.

By taking a firm interdisciplinary stance in dance studies and organisational research to explore management topics, reflecting on practitioner accounts and research projects, the book seeks to make an innovative contribution to our understanding of the moving body, generating new insights on teamwork, leadership, gender in management, organisational space, training and research methods. It comprises an important contribution to the organizational behaviour and critical management studies disciplines, and looks to push the boundaries of the academic literature.",,,,,,,,,,,,,,,,,anglais,,,,,,9780367026530,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.838273048,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/0367026538.01Z.jpg,
"Dance, Somatics and Spiritualities",,Contemporary Sacred Narratives,,,"Amanda Williamson, Glenna Batson, Sarah Whatley, Rebecca Weber","Williamson, Amanda",,,,,,Intellect Books,,2015/06/02,2015,,,,Performing Arts,"Presenting a rich mosaic of embodied contemporary narratives in spirituality and movement studies, this book explicitly studies the relationship between spirituality and the field of Somatic Movement Dance Education. It is the first scholarly text to focus on contemporary spirituality within the domain of dance and somatic movement studies.Dance, Somatics and Spiritualities brings together prominent authors and practitioners in order to elucidate how a wide range of sacred narratives/spiritualities are informing pedagogy, educational and therapeutic practice. As well as providing new insights and promoting creative/artistic awareness, this seminal text de-mystifies the spiritual/sacred and brings clarity and academic visibility to this largely uncharted and often misrepresented subject.",,,,,,,,,,,526,,,,,,anglais,,,,,,9781783201785,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.830525994,,,,,,,V87BCQAAQBAJ,Études,0,0,,,
Dancing the Dream,,The Seven Sacred Paths Of Human Transformation,,,Jamie Sams,"Sams, Jamie",,,,,,HarperCollins,,1999/05/05,1999,,,,Social Science,"FIND YOUR SACRED PATHWidely recognized as one of the foremost teachers of Native American wisdom, Jamie Sams reveals the seven sacred paths of human spiritual development and explains how exploring each path leads to shifts in our personal relat",,,,,,,,,,,288,,,,,,anglais,,,,,,9780062515148,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:29:09.692177057,,,,,,,pIs4AAAAIAAJ,"Religion, Spiritualité",0,0,,,
Daniel Corbeil,,,,,Jean Philippe Beaulieu - john k. Grande - Mona Hakim - Bernard lamarche,"lamarche, Jean Philippe Beaulieu - john k. Grande - Mona Hakim - Bernard",,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,français,,,,,,9782922256789,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.886455059,,,,,,,,Œuvre d’artiste,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/C07C51EA-DC4E-4371-A834-4F93470420B9,
Dans L'épaisseur De La Chair,,roman,,,Jean-Marie Blas de Roblès,"Blas de Roblès, Jean-Marie",,,,,,Zulma,,,2017,,,,,,,,,,,,,,,,374,,,,,,français,,,,,,9782843047992,0,0.500000,,Unread,,,,,,,,0,,,,2019/07/28 16:58:49.819646954,,,,,,,,Roman,0,0,,http://images.amazon.com/images/P/2843047994.01Z.jpg,
Danse,,a catalogue,,,Noémie Solomon,"Solomon, Noémie",,,,,,Les Presses du réel,,,2015,,,,,,,,,,,,,,,,213,,,,,,anglais,,,,,,9782840667902,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:02:29.033993959,,,,,,,,,0,0,,http://images.amazon.com/images/P/2840667908.01Z.jpg,
Danse contemporaine et littérature,,Entre fictions et performances écrites,,,Magali Nachtergael - Lucille Toth,"Toth, Magali Nachtergael - Lucille",,,,,,Centre national de la danse,,,,,,,,,,,,,,,,,,,236,,,,,,français,,,,,,9782914124553,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:24:09.799661993,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/2914124554.01Z.jpg,
Danse et Architecture,,Nouvelles de danse,,,Collectif,Collectif,,,,,,Contredanse,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:21:26.935974955,,,,,,,,Études,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/0A23A05E-18B4-45EB-B808-DC3456B89234,
Danse et imaginaire,,étude socio-anthropologique de l'univers chorégraphique contemporain,,,Pascal Roland,"Roland, Pascal",,,,,,E.M.E.,,,2005,,,,Anthropological aspects,,,,,,,,,,,,296,,,,,,français,,,,,,9782930342559,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 17:03:01.861726045,,,,,,,30C-CwAAQBAJ,Études,0,0,,,
Danser contemporain,,gestes croisés d'Afrique et d'Asie du Sud,,,"Federica Fratagnoli, Mahalia Lassibille","Fratagnoli, Federica",,,,,,Deuxième époque,,2018/05/31,2018,,,,,"Dans divers champs artistiques, en danse en particulier, la référence à la ""contemporanéité"" est fréquemment utilisée et se retrouve sur nombre de continents. En même temps, elle fait l'objet de différentes interprétations selon les espaces géographiques, leur histoire, le contexte social, économique, politique, mais aussi selon les chorégraphes et les danseurs, ce qui rend impossible une définition générale. De plus, une pluralité de termes et de notions entre en jeu pour nommer ce phénomène qui n'a pour l'instant pas trouvé de consensus : fusion, hybridation, métissage, modernité, branchement... Ce volume se propose ainsi de traiter de la notion de "" contemporanéité "" dans les pratiques chorégraphiques scéniques, de considérer ses définitions, ses utilisations, ses enjeux. Il s'agit plus précisément de saisir la manière dont les acteurs l'interprètent et l'utilisent en mettant en regard l'Afrique et l'Asie du Sud. Comment les praticiens se positionnent-ils ? Quelles transformations, quelles dynamiques, quels paradoxes entraînent, ou non, le passage à la ""scène contemporaine"" ? Y a-t-il des logiques communes et des relations entre Afrique et Asie du Sud sur ce point et/ou des spécificités propres à chaque continent et même à chaque pays ?",,,,,,,,,,,358,,,,,,français,,,,,,9782377690244,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.570618033,,,,,,,6OrJtwEACAAJ,Essai,0,0,,http://images.amazon.com/images/P/2377690246.01Z.jpg,
David Altmejd,,flux,,,"David Altmejd, François Michaud, Robert Vifian, Louise Déry, Animation-recherche-confrontation (Museum), Musée d'art moderne Grand-Duc Jean, Musée d'art contemporain de Montréal","Altmejd, David",,,,,,Paris Musées Editions,,,2014,,,,Exhibitions,,,,,,,,,,,,,,,,,,français,,,,,,9782759602629,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:41:15.374541044,,,,,,,,Œuvre d’artiste,0,0,,http://images.amazon.com/images/P/2759602621.01Z.jpg,
David Hockney,,"L'exposition, [Londres, Tate Britain, 9 février-29 mai 2017, Paris, Centre Pompidou, Galerie 1, 21 juin-23 octobre 2017, New York, the Metropolitan museum art, 20 novembre 2017-20 février 2018] = the exhibition.",,,Caroline Edde - Françoise Marquet,"Marquet, Caroline Edde - Françoise",,,,,,Centre Pompidou,,,,,,,,,,,,,,,,,,,59,,,,,,français,Anglais,,,,,9782844267801,0,1.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:02:29.003952026,,"Art,Anglais,Bilingue",,,,,,Catalogues,0,0,,http://images.amazon.com/images/P/2844267807.01Z.jpg,
